"Database","Temporal_Cluster","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Biological_Theme"
"Reactome","2","R-HSA-8948751","Regulation of PTEN stability and activity","12/373","55/10039",6.00006575482008e-07,6.58842171718593e-06,4.3229906562577e-06,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/CSNK2B/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Other biological processes"
"Reactome","2","R-HSA-9931269","AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274)","12/373","55/10039",6.00006575482008e-07,6.58842171718593e-06,4.3229906562577e-06,"PSMB2/PSMA5/PSMB4/ERLEC1/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Immune / antigen-presentation / inflammatory processes"
"Reactome","2","R-HSA-9711123","Cellular response to chemical stress","23/373","192/10039",6.65214685387648e-07,7.16662168946058e-06,4.70237637030081e-06,"PSMB2/PRDX1/PSMA5/PSMB4/RPS27A/COX5B/PSMD2/GPX3/CSNK2B/PSMB1/MYC/CDKN2A/PSMB5/PSMA3/NQO1/COX4I1/MAP1LC3B/UBB/PRDX2/UBA52/PSMC4/RBX1/SOD1",23,"Other biological processes"
"Reactome","2","R-HSA-5676590","NIK-->noncanonical NF-kB signaling","11/373","46/10039",6.6533623111703e-07,7.16662168946058e-06,4.70237637030081e-06,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11,"Immune / antigen-presentation / inflammatory processes"
"Reactome","2","R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs","12/373","56/10039",7.38412293735606e-07,7.85383969999831e-06,5.15329423286222e-06,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/CCNH/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Other biological processes"
"Reactome","2","R-HSA-5419276","Mitochondrial translation termination","16/373","100/10039",7.43024622369425e-07,7.85383969999831e-06,5.15329423286222e-06,"MRPS15/MRPL9/MRPS14/MRPL3/MRPL47/MRPL36/MRPL14/MRPS33/MRPS16/CHCHD1/MRPL58/GADD45GIP1/MRPL34/MRPS12/MRPL39/MRPS6",16,"Protein synthesis / translational processes"
"Reactome","2","R-HSA-350562","Regulation of ornithine decarboxylase (ODC)","10/373","38/10039",8.28307872671575e-07,8.59464407331698e-06,5.6393727690339e-06,"PSMB2/PSMA5/PSMB4/ODC1/PSMD2/PSMB1/PSMB5/PSMA3/NQO1/PSMC4",10,"Other biological processes"
"Reactome","2","R-HSA-9924644","Developmental Lineages of the Mammary Gland","10/373","38/10039",8.28307872671575e-07,8.59464407331698e-06,5.6393727690339e-06,"EPCAM/KIT/DLX5/ALDH1A1/VIM/KRT5/KRT8/KRT19/KRT14/SLPI",10,"Other biological processes"
"Reactome","2","R-HSA-5607761","Dectin-1 mediated noncanonical NF-kB signaling","11/373","47/10039",8.40059512588977e-07,8.63733917034666e-06,5.66738714234668e-06,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11,"Immune / antigen-presentation / inflammatory processes"
"Reactome","2","R-HSA-69615","G1/S DNA Damage Checkpoints","13/373","67/10039",8.56968230827116e-07,8.73181143302224e-06,5.7293750851884e-06,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/CDKN2A/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",13,"Cell cycle / proliferation"
"Reactome","2","R-HSA-9734779","Developmental Cell Lineages of the Integumentary System","13/373","68/10039",1.02440155485366e-06,1.03446264155312e-05,6.78762308432173e-06,"EPCAM/KIT/DLX5/FABP5/AQP3/ALDH1A1/CALML5/VIM/KRT5/KRT8/KRT19/KRT14/SLPI",13,"Other biological processes"
"Reactome","2","R-HSA-68949","Orc1 removal from chromatin","12/373","58/10039",1.10269053232624e-06,1.10366636465573e-05,7.24170307675827e-06,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",12,"Other biological processes"
"Reactome","2","R-HSA-195253","Degradation of beta-catenin by the destruction complex","13/373","69/10039",1.22037293265446e-06,1.21073840950193e-05,7.9442559327922e-06,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/PPP2R1A/RBX1",13,"Other biological processes"
"Reactome","2","R-HSA-8878166","Transcriptional regulation by RUNX2","16/373","104/10039",1.27906917167747e-06,1.25793672449323e-05,8.25394751517266e-06,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/DLX5/HEY1/CCND1/CDK4/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",16,"Other biological processes"
"Reactome","2","R-HSA-1236974","ER-Phagosome pathway","14/373","81/10039",1.41635123808893e-06,1.38094245713671e-05,9.06104920918964e-06,"PSMB2/PSMA5/PSMB4/S100A1/RPS27A/PSMD2/PSMB1/SEC61B/PSMB5/PSMA3/UBB/CALR/UBA52/PSMC4",14,"Other biological processes"
"Reactome","2","R-HSA-174184","Cdc20:Phospho-APC/C mediated degradation of Cyclin A","12/373","60/10039",1.61789239130937e-06,1.55070872421263e-05,1.01749699899474e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Cell cycle / proliferation"
"Reactome","2","R-HSA-69017","CDK-mediated phosphorylation and removal of Cdc6","12/373","60/10039",1.61789239130937e-06,1.55070872421263e-05,1.01749699899474e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Cell cycle / proliferation"
"Reactome","2","R-HSA-388841","Regulation of T cell activation by CD28 family","23/373","204/10039",1.93621877470026e-06,1.82045595866784e-05,1.19449155461941e-05,"PSMB2/PSMA5/PSMB4/OST4/DPY30/ERLEC1/RPS27A/PSMD2/CSNK2B/PSMB1/MYC/TMEM258/CCND1/CDK4/PSMB5/PSMA3/UBB/RPN2/UBA52/PSMC4/TEAD2/PPP2R1A/RBX1",23,"Immune / antigen-presentation / inflammatory processes"
"Reactome","2","R-HSA-174178","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1","12/373","61/10039",1.9476142440213e-06,1.82045595866784e-05,1.19449155461941e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Cell cycle / proliferation"
"Reactome","2","R-HSA-179419","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint","12/373","61/10039",1.9476142440213e-06,1.82045595866784e-05,1.19449155461941e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Cell cycle / proliferation"
"Reactome","2","R-HSA-1169091","Activation of NF-kappaB in B cells","11/373","51/10039",2.0095581883003e-06,1.8478132609493e-05,1.21244203915423e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11,"Other biological processes"
"Reactome","2","R-HSA-4608870","Asymmetric localization of PCP proteins","11/373","51/10039",2.0095581883003e-06,1.8478132609493e-05,1.21244203915423e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11,"Other biological processes"
"Reactome","2","R-HSA-69239","Synthesis of DNA","16/373","108/10039",2.14176319175318e-06,1.95349529828455e-05,1.28178527180475e-05,"PSMB2/PSMA5/PSMB4/RPS27A/POLE4/PSMD2/RFC4/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/PCNA/UBA52/PSMC4/RBX1",16,"Other biological processes"
"Reactome","2","R-HSA-1234174","Cellular response to hypoxia","12/373","62/10039",2.33532127651151e-06,2.11299869098762e-05,1.38644336837105e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",12,"Cellular stress / hypoxia / redox"
"Reactome","2","R-HSA-9766229","Degradation of CDH1","11/373","52/10039",2.46495011053003e-06,2.21258617064243e-05,1.4517876590841e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11,"Other biological processes"
"Reactome","2","R-HSA-176409","APC/C:Cdc20 mediated degradation of mitotic proteins","12/373","63/10039",2.78959715242692e-06,2.48427903889358e-05,1.6300588416585e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Cell cycle / proliferation"
"Reactome","2","R-HSA-5696395","Formation of Incision Complex in GG-NER","10/373","43/10039",2.84509023516986e-06,2.51390394998212e-05,1.64949721693647e-05,"PARP1/RPS27A/SUMO1/CCNH/RAD23B/UBB/RAD23A/UBA52/RBX1/SUMO3",10,"Other biological processes"
"Reactome","2","R-HSA-72187","mRNA 3'-end processing","19/373","151/10039",3.02918719127584e-06,2.65582225839765e-05,1.74261686646223e-05,"YBX1/MAGOH/SF3B6/RPS27A/PRPF40A/POLR2H/NCBP2/FYTTD1/SF3B5/PUF60/SF3B2/RBM17/PCBP2/HNRNPA1/SRSF9/UBB/DDX39A/UBA52/POLR2F",19,"Other biological processes"
"Reactome","2","R-HSA-176814","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins","12/373","64/10039",3.32005359492039e-06,2.86639741668318e-05,1.88078568454711e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Cell cycle / proliferation"
"Reactome","2","R-HSA-5619084","ABC transporter disorders","12/373","64/10039",3.32005359492039e-06,2.86639741668318e-05,1.88078568454711e-05,"PSMB2/PSMA5/PSMB4/ERLEC1/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Other biological processes"
"Reactome","2","R-HSA-6807070","PTEN Regulation","17/373","125/10039",3.45974758996777e-06,2.96437463958602e-05,1.94507340584312e-05,"PSMB2/PSMA5/LAMTOR5/PSMB4/LAMTOR2/RPS27A/PSMD2/CSNK2B/HDAC2/PSMB1/MAF1/RRAGA/PSMB5/PSMA3/UBB/UBA52/PSMC4",17,"Other biological processes"
"Reactome","2","R-HSA-162909","Host Interactions of HIV factors","16/373","113/10039",3.93690799230958e-06,3.34785183406175e-05,2.19669183583558e-05,"PSMB2/PSMA5/PSMB4/RPS27A/SEC13/AP2M1/PSMD2/HMGA1/PSMB1/PSIP1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",16,"Other biological processes"
"Reactome","2","R-HSA-9679506","SARS-CoV Infections","34/373","395/10039",4.02251899788445e-06,3.39512610940844e-05,2.22771083543483e-05,"RPS7/YWHAQ/SDC1/OST4/RPS27A/SUMO1/SEC13/AP2M1/RPS23/RPS18/RPS10/EEF1A1/HDAC2/GJA1/RPS6/TMEM258/FXYD6/RPS25/RPS24/PCBP2/HNRNPA1/RPS26/SAP18/MAP1LC3B/UBB/RPN2/UBA52/FXYD3/RPS16/RPS11/RPS9/RPS5/COMT/RBX1",34,"Other biological processes"
"Reactome","2","R-HSA-9764265","Regulation of CDH1 Expression and Function","18/373","142/10039",4.96632496392468e-06,4.13008348102854e-05,2.70995286344187e-05,"PSMB2/PSMA5/PSMB4/OST4/RPS27A/PSMD2/CSNK2B/HDAC2/PSMB1/MYC/TMEM258/PSMB5/PSMA3/UBB/SEC11C/RPN2/UBA52/PSMC4",18,"Other biological processes"
"Reactome","2","R-HSA-9764274","Regulation of Expression and Function of Type I Classical Cadherins","18/373","142/10039",4.96632496392468e-06,4.13008348102854e-05,2.70995286344187e-05,"PSMB2/PSMA5/PSMB4/OST4/RPS27A/PSMD2/CSNK2B/HDAC2/PSMB1/MYC/TMEM258/PSMB5/PSMA3/UBB/SEC11C/RPN2/UBA52/PSMC4",18,"Cell adhesion / extracellular interactions"
"Reactome","2","R-HSA-4086400","PCP/CE pathway","13/373","78/10039",5.14136400505354e-06,4.2444399195004e-05,2.78498780143123e-05,"PSMB2/PSMA5/PSMB4/RPS27A/AP2M1/PSMD2/PSMB1/PSMB5/PSMA3/PFN1/UBB/UBA52/PSMC4",13,"Other biological processes"
"Reactome","2","R-HSA-351202","Metabolism of polyamines","10/373","46/10039",5.47528045081168e-06,4.48734941294784e-05,2.9443727824731e-05,"PSMB2/PSMA5/PSMB4/ODC1/PSMD2/PSMB1/PSMB5/PSMA3/NQO1/PSMC4",10,"Metabolic processes"
"Reactome","2","R-HSA-69052","Switching of origins to a post-replicative state","13/373","79/10039",5.95036442803217e-06,4.8416274590679e-05,3.17683220125913e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",13,"Other biological processes"
"Reactome","2","R-HSA-176408","Regulation of APC/C activators between G1/S and early anaphase","12/373","68/10039",6.43722872397225e-06,5.20036120486615e-05,3.41221522586499e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Cell cycle / proliferation"
"Reactome","2","R-HSA-5696394","DNA Damage Recognition in GG-NER","9/373","38/10039",7.6748383391452e-06,6.15620011459094e-05,4.03938859955011e-05,"PARP1/RPS27A/ACTL6A/RAD23B/UBB/RAD23A/UBA52/TFPT/RBX1",9,"DNA damage / repair / checkpoint"
"Reactome","2","R-HSA-5632684","Hedgehog 'on' state","12/373","70/10039",8.79478559549526e-06,7.00486092148249e-05,4.59623709771991e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",12,"Other biological processes"
"Reactome","2","R-HSA-9764561","Regulation of CDH1 Function","11/373","59/10039",9.04074801020455e-06,7.15040978988905e-05,4.691738937942e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11,"Other biological processes"
"Reactome","2","R-HSA-9927418","Developmental Lineage of Mammary Gland Luminal Epithelial Cells","7/373","22/10039",9.71862169443374e-06,7.6331674558365e-05,5.00850021533318e-05,"EPCAM/KIT/ALDH1A1/KRT5/KRT8/KRT19/SLPI",7,"Other biological processes"
"Reactome","2","R-HSA-418990","Adherens junctions interactions","20/373","179/10039",1.04409218306587e-05,8.14391902791375e-05,5.34362968465652e-05,"PSMB2/PSMA5/PSMB4/NECTIN4/OST4/RPS27A/PSMD2/CSNK2B/HDAC2/PSMB1/MYC/TMEM258/CADM1/PSMB5/PSMA3/UBB/SEC11C/RPN2/UBA52/PSMC4",20,"Other biological processes"
"Reactome","2","R-HSA-1236975","Antigen processing-Cross presentation","14/373","96/10039",1.12012661103537e-05,8.67714518548632e-05,5.6935058455655e-05,"PSMB2/PSMA5/PSMB4/S100A1/RPS27A/PSMD2/PSMB1/SEC61B/PSMB5/PSMA3/UBB/CALR/UBA52/PSMC4",14,"Immune / antigen-presentation / inflammatory processes"
"Reactome","2","R-HSA-389958","Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding","8/373","31/10039",1.25428004415234e-05,9.65027707439654e-05,6.33202600162833e-05,"CCT4/CCT5/TCP1/TUBA1B/TUBA1C/CCT2/PFDN4/CCT8",8,"Other biological processes"
"Reactome","2","R-HSA-5687128","MAPK6/MAPK4 signaling","12/373","73/10039",1.37451237525031e-05,0.000104333791705241,6.84585817415377e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/MYC/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Other biological processes"
"Reactome","2","R-HSA-68867","Assembly of the pre-replicative complex","12/373","73/10039",1.37451237525031e-05,0.000104333791705241,6.84585817415377e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Other biological processes"
"Reactome","2","R-HSA-611105","Respiratory electron transport","18/373","153/10039",1.4236031993665e-05,0.000106928433780241,7.01610552515889e-05,"SDHB/UQCRH/NDUFS2/SDHC/MDH1/COX5B/NDUFB3/NDUFB5/HIGD2A/NDUFB9/CYC1/NDUFA8/COX14/COX4I1/RAB5IF/NDUFB7/UQCRFS1/ETFB",18,"Mitochondrial / oxidative energy metabolism"
"Reactome","2","R-HSA-5610787","Hedgehog 'off' state","14/373","98/10039",1.42760331572205e-05,0.000106928433780241,7.01610552515889e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/TUBA1B/TUBA1C/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",14,"Other biological processes"
"Reactome","2","R-HSA-9907900","Proteasome assembly","10/373","51/10039",1.45397359272274e-05,0.000108187114037462,7.09869378718513e-05,"PSMB2/PSMA5/PSMD4/PSMB4/PSMD2/PSMB1/PSMB5/PSMA3/PSMC4/PSMG1",10,"Other biological processes"
"Reactome","2","R-HSA-69306","DNA Replication","16/373","125/10039",1.47338409818285e-05,0.000108914863728419,7.14644505826563e-05,"PSMB2/PSMA5/PSMB4/RPS27A/POLE4/PSMD2/RFC4/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/PCNA/UBA52/PSMC4/RBX1",16,"Cell cycle / proliferation"
"Reactome","2","R-HSA-390450","Folding of actin by CCT/TriC","5/373","10/10039",1.4891750424689e-05,0.00010936733591119,7.17613400506204e-05,"CCT4/CCT5/TCP1/CCT2/CCT8",5,"Other biological processes"
"Reactome","2","R-HSA-9770562","mRNA Polyadenylation","16/373","127/10039",1.8044475128471e-05,0.000131577288387584,8.63343927714151e-05,"YBX1/SF3B6/RPS27A/PRPF40A/POLR2H/NCBP2/SF3B5/PUF60/SF3B2/RBM17/PCBP2/HNRNPA1/SRSF9/UBB/UBA52/POLR2F",16,"Other biological processes"
"Reactome","2","R-HSA-174143","APC/C-mediated degradation of cell cycle proteins","12/373","75/10039",1.82649286267469e-05,0.000131577288387584,8.63343927714151e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Cell cycle / proliferation"
"Reactome","2","R-HSA-453276","Regulation of mitotic cell cycle","12/373","75/10039",1.82649286267469e-05,0.000131577288387584,8.63343927714151e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Cell cycle / proliferation"
"Reactome","2","R-HSA-389960","Formation of tubulin folding intermediates by CCT/TriC","7/373","24/10039",1.84926236719449e-05,0.000132374413752973,8.68574263072695e-05,"CCT4/CCT5/TCP1/TUBA1B/TUBA1C/CCT2/CCT8",7,"Other biological processes"
"Reactome","2","R-HSA-2871837","FCERI mediated NF-kB activation","11/373","64/10039",2.03318188008238e-05,0.000144624446941709,9.4895281394113e-05,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11,"Immune / antigen-presentation / inflammatory processes"
"Reactome","2","R-HSA-446728","Cell junction organization","23/373","235/10039",2.07294573738372e-05,0.000146531351811312,9.6146496372074e-05,"PSMB2/PSMA5/PSMB4/NECTIN4/OST4/RPS27A/PSMD2/CSNK2B/HDAC2/PSMB1/MYC/TMEM258/CADM1/KRT5/PSMB5/PSMA3/CLDN7/UBB/KRT14/SEC11C/RPN2/UBA52/PSMC4",23,"Cell adhesion / extracellular interactions"
"Reactome","2","R-HSA-9759476","Regulation of Homotypic Cell-Cell Adhesion","18/373","158/10039",2.2173240303511e-05,0.000155763570082428,0.000102204213232921,"PSMB2/PSMA5/PSMB4/OST4/RPS27A/PSMD2/CSNK2B/HDAC2/PSMB1/MYC/TMEM258/PSMB5/PSMA3/UBB/SEC11C/RPN2/UBA52/PSMC4",18,"Cell adhesion / extracellular interactions"
"Reactome","2","R-HSA-9013507","NOTCH3 Activation and Transmission of Signal to the Nucleus","7/373","25/10039",2.48707191587998e-05,0.000173634465238288,0.000113930194976958,"YBX1/APH1A/RPS27A/UBB/NOTCH3/UBA52/PSENEN",7,"Other biological processes"
"Reactome","2","R-HSA-69002","DNA Replication Pre-Initiation","13/373","90/10039",2.55946501504059e-05,0.000177592327117234,0.000116527144695099,"PSMB2/PSMA5/PSMB4/RPS27A/POLE4/PSMD2/PSMB1/ANAPC16/PSMB5/PSMA3/UBB/UBA52/PSMC4",13,"Cell cycle / proliferation"
"Reactome","2","R-HSA-5689877","Josephin domain DUBs","5/373","11/10039",2.64705864892199e-05,0.00018255020316651,0.000119780253369063,"RPS27A/RAD23B/UBB/RAD23A/UBA52",5,"Other biological processes"
"Reactome","2","R-HSA-1168372","Downstream signaling events of B Cell Receptor (BCR)","11/373","67/10039",3.17950134632783e-05,0.000217940365011926,0.000143001495959242,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11,"Other biological processes"
"Reactome","2","R-HSA-421270","Cell-cell junction organization","21/373","209/10039",3.21061179398524e-05,0.000218747104758874,0.000143530837968269,"PSMB2/PSMA5/PSMB4/NECTIN4/OST4/RPS27A/PSMD2/CSNK2B/HDAC2/PSMB1/MYC/TMEM258/CADM1/PSMB5/PSMA3/CLDN7/UBB/SEC11C/RPN2/UBA52/PSMC4",21,"Cell adhesion / extracellular interactions"
"Reactome","2","R-HSA-162906","HIV Infection","21/373","211/10039",3.70055496791424e-05,0.000250618423276108,0.000164443192712231,"PSMB2/PSMA5/PSMB4/RPS27A/CXCR4/SEC13/AP2M1/PSMD2/POLR2H/NCBP2/CCNH/HMGA1/PSMB1/PSIP1/PSMB5/PSMA3/UBB/UBA52/PSMC4/POLR2F/RBX1",21,"Other biological processes"
"Reactome","2","R-HSA-389957","Prefoldin mediated transfer of substrate  to CCT/TriC","7/373","27/10039",4.30831710577582e-05,0.000290042062299551,0.00019031099997318,"CCT4/CCT5/TCP1/TUBA1C/CCT2/PFDN4/CCT8",7,"Other biological processes"
"Reactome","2","R-HSA-9912633","Antigen processing: Ub, ATP-independent proteasomal degradation","6/373","19/10039",4.54464131521035e-05,0.000304141380325616,0.000199562262673516,"PSMB2/PSMA5/PSMB4/PSMB1/PSMB5/PSMA3",6,"Immune / antigen-presentation / inflammatory processes"
"Reactome","2","R-HSA-69231","Cyclin D associated events in G1","9/373","47/10039",4.77166140892685e-05,0.000315599359853583,0.000207080412021756,"CKS1B/RPS27A/CCNH/CDKN2A/CCND1/CDK4/UBB/UBA52/PPP2R1A",9,"Cell cycle / proliferation"
"Reactome","2","R-HSA-69236","G1 Phase","9/373","47/10039",4.77166140892685e-05,0.000315599359853583,0.000207080412021756,"CKS1B/RPS27A/CCNH/CDKN2A/CCND1/CDK4/UBB/UBA52/PPP2R1A",9,"Other biological processes"
"Reactome","2","R-HSA-9705683","SARS-CoV-2-host interactions","19/373","183/10039",4.86713431868373e-05,0.000320042378746005,0.000209995697348349,"RPS7/YWHAQ/RPS27A/SEC13/RPS23/RPS18/RPS10/GJA1/RPS6/RPS25/RPS24/RPS26/MAP1LC3B/UBB/UBA52/RPS16/RPS11/RPS9/RPS5",19,"Other biological processes"
"Reactome","2","R-HSA-5607764","CLEC7A (Dectin-1) signaling","12/373","84/10039",5.84597651737311e-05,0.000382184938794739,0.000250770516869367,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/CLEC7A/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Other biological processes"
"Reactome","2","R-HSA-109581","Apoptosis","14/373","111/10039",5.93560541408083e-05,0.000385814351915254,0.000253151955047004,"PSMB2/PSMA5/PSMB4/YWHAQ/RPS27A/PSMD2/PSMB1/CDKN2A/VIM/PSMB5/PSMA3/UBB/UBA52/PSMC4",14,"Cell death / apoptosis"
"Reactome","2","R-HSA-6782210","Gap-filling DNA repair synthesis and ligation in TC-NER","10/373","62/10039",8.50080042813215e-05,0.000548331891563552,0.000359787783100474,"RPS27A/POLE4/POLR2H/RFC4/CCNH/UBB/PCNA/UBA52/POLR2F/RBX1",10,"DNA damage / repair / checkpoint"
"Reactome","2","R-HSA-9931295","PD-L1(CD274) glycosylation and translocation to plasma membrane","6/373","21/10039",8.53283933821266e-05,0.000548331891563552,0.000359787783100474,"OST4/RPS27A/TMEM258/UBB/RPN2/UBA52",6,"Immune / antigen-presentation / inflammatory processes"
"Reactome","2","R-HSA-110314","Recognition of DNA damage by PCNA-containing replication complex","7/373","30/10039",8.96948615084113e-05,0.000573134962519849,0.000376062309624918,"RPS27A/POLE4/RFC4/UBB/PCNA/UBA52/RBX1",7,"DNA damage / repair / checkpoint"
"Reactome","2","R-HSA-6782135","Dual incision in TC-NER","10/373","63/10039",9.77627368521258e-05,0.000621177839212103,0.000407585626734173,"RPS27A/POLE4/POLR2H/RFC4/CCNH/UBB/PCNA/UBA52/POLR2F/RBX1",10,"Other biological processes"
"Reactome","2","R-HSA-1236978","Cross-presentation of soluble exogenous antigens (endosomes)","8/373","41/10039",0.00010971507916207,0.000686012837821776,0.000450127088896042,"PSMB2/PSMA5/PSMB4/PSMD2/PSMB1/PSMB5/PSMA3/PSMC4",8,"Other biological processes"
"Reactome","2","R-HSA-5696400","Dual Incision in GG-NER","8/373","41/10039",0.00010971507916207,0.000686012837821776,0.000450127088896042,"PARP1/RPS27A/POLE4/RFC4/UBB/PCNA/UBA52/RBX1",8,"Other biological processes"
"Reactome","2","R-HSA-5358351","Signaling by Hedgehog","15/373","132/10039",0.000109786316220815,0.000686012837821776,0.000450127088896042,"PSMB2/PSMA5/PSMB4/ERLEC1/RPS27A/PSMD2/PSMB1/TUBA1B/TUBA1C/PSMB5/PSMA3/UBB/UBA52/PSMC4/RBX1",15,"Other biological processes"
"Reactome","2","R-HSA-2979096","NOTCH2 Activation and Transmission of Signal to the Nucleus","6/373","22/10039",0.000113682057765012,0.000706452787539716,0.000463538754912281,"APH1A/RPS27A/MDK/UBB/UBA52/PSENEN",6,"Other biological processes"
"Reactome","2","R-HSA-382556","ABC-family proteins mediated transport","12/373","90/10039",0.000115968836406563,0.000716725431561875,0.000470279146773812,"PSMB2/PSMA5/PSMB4/ERLEC1/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",12,"Other biological processes"
"Reactome","2","R-HSA-9694516","SARS-CoV-2 Infection","24/373","282/10039",0.000130547339122967,0.000802440437761279,0.000526521018773979,"RPS7/YWHAQ/SDC1/OST4/RPS27A/SUMO1/SEC13/RPS23/RPS18/RPS10/GJA1/RPS6/TMEM258/RPS25/RPS24/RPS26/MAP1LC3B/UBB/RPN2/UBA52/RPS16/RPS11/RPS9/RPS5",24,"Other biological processes"
"Reactome","2","R-HSA-202424","Downstream TCR signaling","11/373","78/10039",0.000133490245819125,0.000816094421737459,0.000535480075689802,"PSMB2/PSMA5/PSMB4/RPS27A/PSMD2/PSMB1/PSMB5/PSMA3/UBB/UBA52/PSMC4",11,"Immune / antigen-presentation / inflammatory processes"
"Reactome","2","R-HSA-205043","NRIF signals cell death from the nucleus","5/373","15/10039",0.000152089469554866,0.000924802097132007,0.000606808579718055,"APH1A/RPS27A/UBB/UBA52/PSENEN",5,"Cell death / apoptosis"
