"SYMBOL","ENTREZID"
"FRMD4B","23150"
"ANAPC5","51433"
"NRDC","4898"
"SMS","6611"
"FXYD1","5348"
"NAT1","9"
"FANCL","55120"
"SERTAD1","29950"
"CD247","919"
"GMFG","9535"
"METRNL","284207"
"TMEM9","252839"
"PAIP2","51247"
"FMO2","2327"
"CDC5L","988"
"C1orf56","54964"
"TMEM41A","90407"
"HAPLN3","145864"
"MPHOSPH8","54737"
"ZRANB2","9406"
"STARD10","10809"
"ARF3","377"
"AMMECR1","9949"
"SULF1","23213"
"LHFPL6","10186"
"A1BG","1"
"TKT","7086"
"FAM110C","642273"
"DDX3X","1654"
"TMEM87A","25963"
"EIF3J","8669"
"LDLR","3949"
"PAXBP1","94104"
"GSTO2","119391"
"ORMDL2","29095"
"ACAP2","23527"
"TENM2","57451"
"CHMP4C","92421"
"RNF8","9025"
"RSL1D1","26156"
"MTF1","4520"
"CAMLG","819"
"TOMM5","401505"
"ACTR6","64431"
"PDK1","5163"
"IAH1","285148"
"APOD","347"
"CCNB1IP1","57820"
"SOCS2","8835"
"UBA3","9039"
"GRHL1","29841"
"HDGF","3068"
"EIF4EBP1","1978"
"VOPP1","81552"
"PHLDA1","22822"
"GLI4","2738"
"EMB","133418"
"ATOH8","84913"
"STK3","6788"
"CSE1L","1434"
"MAN1A2","10905"
"EMILIN1","11117"
"PFDN6","10471"
"GAR1","54433"
"NFE2L2","4780"
"TMEM69","51249"
"CHI3L2","1117"
"TUFM","7284"
"GLRX3","10539"
"TPGS1","91978"
"NXT1","29107"
"CITED1","4435"
"HSD17B4","3295"
"ALB","213"
"USP14","9097"
"MYCBP2","23077"
"FAIM","55179"
"IRX1","79192"
"GCNT2","2651"
"ECHDC1","55862"
"DLGAP1","9229"
"CARD19","84270"
"TNFRSF11B","4982"
"B4GALNT3","283358"
"TLE3","7090"
"CXCL16","58191"
"PDPN","10630"
"NBL1","4681"
"DHTKD1","55526"
"RAP1B","5908"
"CASC8","727677"
"TMEM108","66000"
"TIMM13","26517"
"ELL2","22936"
"MCM6","4175"
"OSR2","116039"
"HLCS","3141"
"CAPZA1","829"
"TRAF3IP3","80342"
"COA6","388753"
"BOC","91653"
"IQGAP2","10788"
"ZC2HC1A","51101"
"SLC6A14","11254"
"SELENOW","6415"
"GOLGB1","2804"
"ARL8B","55207"
"PDCL3","79031"
"MOB4","25843"
"HPN","3249"
"SDF2L1","23753"
"GGNBP2","79893"
"IFI27L2","83982"
"SBDS","51119"
"RIF1","55183"
"DLL1","28514"
"PRRC1","133619"
"PRDM2","7799"
"ST3GAL1","6482"
"GRAMD2B","65983"
"MUC6","4588"
"EIF4E","1977"
"TM2D1","83941"
"RPAIN","84268"
"NFE2L3","9603"
"ADAM10","102"
"ADAR","103"
"OS9","10956"
"ABT1","29777"
"HMGCS2","3158"
"DIMT1","27292"
"KEAP1","9817"
"SPG21","51324"
"RFTN1","23180"
"RAB5B","5869"
"SLCO3A1","28232"
"LRRC41","10489"
"DAZAP2","9802"
"ATP5ME","521"
"TPBG","7162"
"CSF3R","1441"
"SMC3","9126"
"NMB","4828"
"SLC4A8","9498"
"FGFBP1","9982"
"ENO2","2026"
"HERC5","51191"
"GFOD1","54438"
"NOSTRIN","115677"
"GLYATL2","219970"
"CNFN","84518"
"CBX4","8535"
"FGF13","2258"
"RTL8A","26071"
"CENPL","91687"
"IKZF1","10320"
"CCNG2","901"
"CRYBB2","1415"
"TRAF4","9618"
"TBX3","6926"
"C1GALT1","56913"
"SLC5A6","8884"
"FBLN1","2192"
"RALGDS","5900"
"UBALD2","283991"
"ANXA4","307"
"SORBS1","10580"
"CCDC68","80323"
"CCDC74A","90557"
"SLC28A3","64078"
"EIF3I","8668"
"CAVIN3","112464"
"FN1","2335"
"VMA21","203547"
"OSTF1","26578"
"SECTM1","6398"
"PBX1","5087"
"RAI14","26064"
"GTF2F2","2963"
"ECSIT","51295"
"COPS3","8533"
"SLC35E1","79939"
"NKTR","4820"
"RALBP1","10928"
"EXPH5","23086"
"TOMM22","56993"
"IGSF21","84966"
"DNTTIP1","116092"
"CYB5R3","1727"
"HOXB7","3217"
"RSRC2","65117"
"RAP2B","5912"
"SNX2","6643"
"MPHOSPH10","10199"
"VKORC1","79001"
"CDC25B","994"
"KLK8","11202"
"AIFM1","9131"
"XXYLT1","152002"
