"SYMBOL","ENTREZID"
"RASSF8","11228"
"BHLHE41","79365"
"SSPN","8082"
"ITPR2","3709"
"INTS13","55726"
"FGFR1OP2","26127"
"TM7SF3","51768"
"MED21","9412"
"STK38L","23012"
"SMCO2","341346"
"PPFIBP1","8496"
"REP15","387849"
"MRPS35","60488"
"KLHL42","57542"
"PTHLH","5744"
"CCDC91","55297"
"FAR2","55711"
"ERGIC2","51290"
"OVCH1-AS1","101055625"
"TMTC1","83857"
"IPO8","10526"
"CAPRIN2","65981"
"LINC00941","100287314"
"TSPAN11","441631"
"DDX11-AS1","100506660"
"DDX11","1663"
"SINHCAF","58516"
"LINC02387","101929027"
"DENND5B","160518"
"ETFBKMT","254013"
"AMN1","196394"
"BICD1","636"
"FGD4","121512"
"DNM1L","10059"
"YARS2","51067"
"PKP2","5318"
"ALG10","84920"
"ALG10B","144245"
"CPNE8","144402"
"KIF21A","55605"
"ABCD2","225"
"SLC2A13","114134"
"LRRK2","120892"
"CNTN1","1272"
"GXYLT1","283464"
"YAF2","10138"
"PPHLN1","51535"
"ZCRB1","85437"
"PRICKLE1","144165"
"LINC02450","105369739"
"PUS7L","83448"
"IRAK4","51135"
"TWF1","5756"
"TMEM117","84216"
"NELL2","4753"
"ANO6","196527"
"ARID2","196528"
"SCAF11","9169"
"SLC38A1","81539"
"SLC38A2","54407"
"AMIGO2","347902"
"PCED1B","91523"
"LINC02156","111082992"
"RPAP3","79657"
"RAPGEF3","10411"
"SLC48A1","55652"
"HDAC7","51564"
"VDR","7421"
"TMEM106C","79022"
"COL2A1","1280"
"SENP1","29843"
"PFKM","5213"
"ASB8","140461"
"CCDC184","387856"
"ZNF641","121274"
"C12orf54","121273"
"KANSL2","54934"
"CCNT1","904"
"ADCY6","112"
"CACNB3","784"
"DDX23","9416"
"RND1","27289"
"FKBP11","51303"
"ARF3","377"
"WNT10B","7480"
"DDN","23109"
"DDN-AS1","105369758"
"PRKAG1","5571"
"KMT2D","8085"
"RHEBL1","121268"
"LMBR1L","55716"
"TUBA1B","10376"
"TUBA1A","7846"
"TUBA1C","84790"
"PRPH","5630"
"TROAP","10024"
"C1QL4","338761"
"DNAJC22","79962"
"SPATS2","65244"
"KCNH3","23416"
"MCRS1","10445"
"PRPF40B","25766"
"FMNL3","91010"
"TMBIM6","7009"
"NCKAP5L","57701"
"BCDIN3D-AS1","100286844"
"BCDIN3D","144233"
"FAIM2","23017"
"AQP2","359"
"AQP5","362"
"AQP6","363"
"RACGAP1","29127"
"ASIC1","41"
"SMARCD1","6602"
"GPD1","2819"
"COX14","84987"
"CERS5","91012"
"LIMA1","51474"
"LARP4","113251"
"DIP2B","57609"
"ATF1","466"
"SLC11A2","4891"
"LETMD1","25875"
"CSRNP2","81566"
"TFCP2","7024"
"POU6F1","5463"
"DAZAP2","9802"
"SMAGP","57228"
"BIN2","51411"
"GALNT6","11226"
"SLC4A8","9498"
"SCN8A","6334"
"FIGNL2","401720"
"ACVRL1","94"
"ACVR1B","91"
"NR4A1","3164"
"ATG101","60673"
"LINC00592","283404"
"KRT80","144501"
"KRT7","3855"
"KRT86","3892"
"KRT81","3887"
"KRT83","3889"
"KRT85","3891"
"KRT6B","3854"
"KRT6A","3853"
"KRT5","3852"
"KRT1","3848"
"KRT77","374454"
"KRT8","3856"
"KRT18","3875"
"EIF4B","1975"
"TNS2","23371"
"SPRYD3","84926"
"IGFBP6","3489"
"SOAT2","8435"
"CSAD","51380"
"ZNF740","283337"
"ITGB7","3695"
"RARG","5916"
"ESPL1","9700"
"PFDN5","5204"
"AAAS","8086"
"SP1","6667"
"PRR13","54458"
"PCBP2","5094"
"MAP3K12","7786"
"TARBP2","6895"
"ATF7","11016"
"ATP5MC2","517"
"CALCOCO1","57658"
"HOXC13-AS","100874366"
"HOXC13","3229"
"HOXC12","3228"
"HOTAIR","100124700"
"HOXC11","3227"
"HOXC10","3226"
"HOXC6","3223"
"HOXC9","3225"
"HOXC-AS1","100874363"
"HOXC8","3224"
"HOXC4","3221"
"HOXC5","3222"
"SMUG1","23583"
"LINC02381","400043"
"CBX5","23468"
"HNRNPA1","3178"
"NFE2","4778"
"COPZ1","22818"
"GPR84","53831"
"ZNF385A","25946"
"ITGA5","3678"
"GTSF1","121355"
"NCKAP1L","3071"
"PDE1B","5153"
"PPP1R1A","5502"
"MUCL1","118430"
"TESPA1","9840"
"OR6C6","283365"
"ITGA7","3679"
"BLOC1S1","2647"
"RDH5","5959"
"CD63","967"
"GDF11","10220"
"SARNP","84324"
"ORMDL2","29095"
"DNAJC14","85406"
"MMP19","4327"
"PYM1","84305"
"DGKA","1606"
"PMEL","6490"
"CDK2","1017"
"RAB5B","5869"
"SUOX","6821"
"IKZF4","64375"
"RPS26","6231"
"ERBB3","2065"
"PA2G4","5036"
"RPL41","6171"
"ZC3H10","84872"
"ESYT1","23344"
"MYL6B","140465"
"MYL6","4637"
"SMARCC2","6601"
"RNF41","10193"
"NABP2","79035"
"ANKRD52","283373"
"COQ10A","93058"
"CS","1431"
"CNPY2","10330"
"PAN2","9924"
"IL23A","51561"
"STAT2","6773"
"TIMELESS","8914"
"SPRYD4","283377"
"GLS2","27165"
"RBMS2","5939"
"BAZ2A","11176"
"ATP5F1B","506"
"PTGES3","10728"
"NACA","4666"
"PRIM1","5557"
"HSD17B6","8630"
"RDH16","8608"
"ZBTB39","9880"
"NEMP1","23306"
"NAB2","4665"
"STAT6","6778"
"LRP1","4035"
"NXPH4","11247"
"SHMT2","6472"
"STAC3","246329"
"R3HDM2","22864"
"INHBE","83729"
"GLI1","2735"
"ARHGAP9","64333"
"DDIT3","1649"
"MBD6","114785"
"DCTN2","10540"
"KIF5A","3798"
"PIP4K2C","79837"
"DTX3","196403"
"ARHGEF25","115557"
"B4GALNT1","2583"
"OS9","10956"
"AGAP2","116986"
"AGAP2-AS1","100130776"
"TSPAN31","6302"
"CDK4","1019"
"CYP27B1","1594"
"METTL1","4234"
"EEF1AKMT3","25895"
"TSFM","10102"
"AVIL","10677"
"CTDSP2","10106"
"ATP23","91419"
"LRIG3","121227"
"SLC16A7","9194"
"USP15","9958"
"MON2","23041"
"LINC01465","283416"
"PPM1H","57460"
"AVPR1A","552"
"DPY19L2","283417"
"RXYLT1","10329"
"SRGAP1","57522"
"XPOT","11260"
"TBK1","29110"
"RASSF3","283349"
"GNS","2799"
"TBC1D30","23329"
"LINC02389","400046"
"WIF1","11197"
"LEMD3","23592"
"MSRB3","253827"
"HMGA2","8091"
"LLPH","84298"
"TMBIM4","51643"
"IRAK3","11213"
"HELB","92797"
"GRIP1","23426"
"CAND1","55832"
"DYRK2","8445"
"IFNG-AS1","100885789"
"IFNG","3458"
"IL26","55801"
"MDM1","56890"
"LINC02384","100507195"
"RAP1B","5908"
"NUP107","57122"
"SLC35E3","55508"
"MDM2","4193"
"CPM","1368"
"CPSF6","11052"
"LYZ","4069"
"YEATS4","8089"
"FRS2","10818"
"CCT2","10576"
"RAB3IP","117177"
"MYRFL","196446"
"CNOT2","4848"
"KCNMB4","27345"
"PTPRB","5787"
"PTPRR","5801"
"LGR5","8549"
"ZFC3H1","196441"
"THAP2","83591"
"TMEM19","55266"
"RAB21","23011"
"TBC1D15","64786"
"ATXN7L3B","552889"
"CAPS2","84698"
"GLIPR1L2","144321"
"GLIPR1","11010"
"KRR1","11103"
"PHLDA1","22822"
"NAP1L1","4673"
"BBS10","79738"
"OSBPL8","114882"
"ZDHHC17","23390"
"CSRP2","1466"
"E2F7","144455"
"NAV3","89795"
"SYT1","6857"
"PAWR","5074"
"PPP1R12A","4659"
"OTOGL","283310"
"PTPRQ","374462"
"LIN7A","8825"
"ACSS3","79611"
"PPFIA2","8499"
"CCDC59","29080"
"METTL25","84190"
"TMTC2","160335"
"SLC6A15","55117"
"LRRIQ1","84125"
"ALX1","8092"
"RASSF9","9182"
"CEP290","80184"
"TMTC3","160418"
"KITLG","4254"
"DUSP6","1848"
"POC1B","282809"
"POC1B-AS1","109729146"
"ATP2B1","490"
"ATP2B1-AS1","338758"
"EPYC","1833"
"LUM","4060"
"DCN","1634"
"BTG1","694"
"LINC02397","100507616"
"PLEKHG7","440107"
"EEA1","8411"
"NUDT4","11163"
"UBE2N","7334"
"MRPL42","28977"
"SOCS2","8835"
"CRADD","8738"
"PLXNC1","10154"
"CEP83","51134"
"CEP83-DT","144486"
"TMCC3","57458"
"NDUFA12","55967"
"NR2C1","7181"
"FGD6","55785"
"VEZT","55591"
"METAP2","10988"
"USP44","84101"
"NTN4","59277"
"SNRPF","6636"
"AMDHD1","144193"
"LTA4H","4048"
"ELK3","2004"
"CDK17","5128"
"CFAP54","144535"
"NEDD1","121441"
"LINC02453","643770"
"TMPO-AS1","100128191"
"TMPO","7112"
"SLC25A3","5250"
"IKBIP","121457"
"APAF1","317"
"ANKS1B","56899"
"ACTR6","64431"
"DEPDC4","120863"
"SCYL2","55681"
"GAS2L3","283431"
"ANO4","121601"
"UTP20","27340"
"ARL1","400"
"MYBPC1","4604"
"CHPT1","56994"
"SYCP3","50511"
"GNPTAB","79158"
"DRAM1","55332"
"WASHC3","51019"
"NUP37","79023"
"PARPBP","55010"
"PMCH","5367"
"IGF1","3479"
"PAH","5053"
"C12orf42","374470"
"NT5DC3","51559"
"HSP90B1","7184"
"TDG","6996"
"GLT8D2","83468"
"HCFC2","29915"
"NFYB","4801"
"TXNRD1","7296"
"EID3","493861"
"CHST11","50515"
"SLC41A2","84102"
"ALDH1L2","160428"
"WASHC4","23325"
"APPL2","55198"
"C12orf75","387882"
"NUAK1","9891"
"CKAP4","10970"
"TCP11L2","255394"
"POLR3B","55703"
"RFX4","5992"
"RIC8B","55188"
"TMEM263","90488"
"MTERF2","80298"
"CRY1","1407"
"PWP1","11137"
"PRDM4","11108"
"WSCD2","9671"
"CMKLR1","1240"
"FICD","11153"
"SART3","9733"
"ISCU","23479"
"TMEM119","338773"
"SELPLG","6404"
"CORO1C","23603"
"SSH1","54434"
"SVOP","55530"
"USP30","84749"
"USP30-AS1","100131733"
"ALKBH2","121642"
"UNG","7374"
"ACACB","32"
"MYO1H","283446"
"KCTD10","83892"
"UBE3B","89910"
"MMAB","326625"
"MVK","4598"
"FAM222A","84915"
"TRPV4","59341"
"GLTP","51228"
"TCHP","84260"
"GIT2","9815"
"ANKRD13A","88455"
"C12orf76","400073"
"IFT81","28981"
"ATP2A2","488"
"ANAPC7","51434"
"ARPC3","10094"
"GPN3","51184"
"FAM216A","29902"
"VPS29","51699"
"RAD9B","144715"
"PPTC7","160760"
"TCTN1","79600"
"HVCN1","84329"
"PPP1CC","5501"
"MYL2","4633"
"CUX2","23316"
"PHETA1","144717"
"SH2B3","10019"
"ATXN2","6311"
"ATXN2-AS","102723619"
"BRAP","8315"
"ACAD10","80724"
"ALDH2","217"
"MAPKAPK5-AS1","51275"
"MAPKAPK5","8550"
"TMEM116","89894"
"ERP29","10961"
"NAA25","80018"
"TRAFD1","10906"
"HECTD4","283450"
"RPL6","6128"
"PTPN11","5781"
"OAS1","4938"
"OAS3","4940"
"OAS2","4939"
"DTX1","1840"
"RASAL1","8437"
"CFAP73","387885"
"DDX54","79039"
"RITA1","84934"
"TPCN1","53373"
"SLC8B1","80024"
"PLBD2","196463"
"SDS","10993"
"SDSL","113675"
"RBM19","9904"
"TBX5","6910"
"TBX5-AS1","255480"
"TBX3","6926"
"MED13L","23389"
"MAP1LC3B2","643246"
"RNFT2","84900"
"HRK","8739"
"FBXW8","26259"
"TESC","54997"
"FBXO21","23014"
"KSR2","283455"
"RFC5","5985"
"WSB2","55884"
"VSIG10","54621"
"PEBP1","5037"
"TAOK3","51347"
"SUDS3","64426"
"HSPB8","26353"
"TMEM233","387890"
"PRKAB1","5564"
"CIT","11113"
"BICDL1","92558"
"RAB35","11021"
"GCN1","10985"
"RPLP0","6175"
"PXN-AS1","100506649"
"PXN","5829"
"SIRT4","23409"
"MSI1","4440"
"COX6A1","1337"
"TRIAP1","51499"
"GATC","283459"
"SRSF9","8683"
"DYNLL1","8655"
"NRAV","100506668"
"COQ5","84274"
"RNF10","9921"
"POP5","51367"
"MLEC","9761"
"UNC119B","84747"
"ACADS","35"
"SPPL3","121665"
"C12orf43","64897"
"OASL","8638"
"P2RX7","5027"
"P2RX4","5025"
"CAMKK2","10645"
"ANAPC5","51433"
"RNF34","80196"
"KDM2B","84678"
"ORAI1","84876"
"MORN3","283385"
"TMEM120B","144404"
"RHOF","54509"
"LINC01089","338799"
"SETD1B","23067"
"PSMD9","5715"
"BCL7A","605"
"MLXIP","22877"
"LRRC43","254050"
"B3GNT4","79369"
"VPS33A","65082"
"CLIP1","6249"
"CLIP1-AS1","100507066"
"ZCCHC8","55596"
"RSRC2","65117"
"KNTC1","9735"
"HCAR2","338442"
"HCAR3","8843"
"HCAR1","27198"
"DENR","8562"
"CCDC62","84660"
"HIP1R","9026"
"VPS37B","79720"
"ABCB9","23457"
"OGFOD2","79676"
"ARL6IP4","51329"
"PITPNM2","57605"
"MPHOSPH9","10198"
"CDK2AP1","8099"
"SBNO1","55206"
"KMT5A","387893"
"RILPL2","196383"
"SNRNP35","11066"
"RILPL1","353116"
"TMED2","10959"
"DDX55","57696"
"EIF2B1","1967"
"GTF2H3","2967"
"TCTN2","79867"
"ATP6V0A2","23545"
"DNAH10","196385"
"CCDC92","80212"
"ZNF664","144348"
"RFLNA","144347"
"NCOR2","9612"
"SCARB1","949"
"UBC","7316"
"DHX37","57647"
"BRI3BP","140707"
"AACS","65985"
"LINC00944","387895"
"SLC15A4","121260"
"GLT1D1","144423"
"PIWIL1","9271"
"STX2","2054"
"RAN","5901"
"ADGRD1","283383"
"SFSWAP","6433"
"MMP17","4326"
"ULK1","8408"
"PUS1","80324"
"EP400","57634"
"DDX51","317781"
"NOC4L","79050"
"LINC02361","100996246"
"GALNT9","50614"
"FBRSL1","57666"
"POLE","5426"
"PXMP2","5827"
"PGAM5","192111"
"ANKLE2","23141"
"GOLGA3","2802"
"CHFR","55743"
"ZNF605","100289635"
"ZNF26","7574"
"ZNF84","7637"
"ZNF140","7699"
"ZNF891","101060200"
"ZNF10","7556"
"ZNF268","10795"
"FAM230C","26080"
"TPTE2","93492"
"MPHOSPH8","54737"
"PSPC1","55269"
"ZMYM5","9205"
"ZMYM2","7750"
"GJA3","2700"
"GJB2","2706"
"GJB6","10804"
"CRYL1","51084"
"IFT88","8100"
"IL17D","53342"
"EEF1AKMT1","221143"
"XPO4","64328"
"LATS2","26524"
"LATS2-AS1","100874066"
"SAP18","10284"
"SKA3","221150"
"MRPL57","78988"
"LINC00539","100652865"
"ZDHHC20","253832"
"MICU2","221154"
"FGF9","2254"
"SGCG","6445"
"SACS","26278"
"TNFRSF19","55504"
"MIPEP","4285"
"SPATA13","221178"
"PARP4","143"
"PABPC3","5042"
"MTMR6","9107"
"NUP58","9818"
"ATP8A2","51761"
"SHISA2","387914"
"RNF6","6049"
"CDK8","1024"
"WASF3","10810"
"GPR12","2835"
"USP12","219333"
"LINC00412","102723332"
"RPL21","6144"
"RASL11A","387496"
"GTF3A","2971"
"MTIF3","219402"
"LNX2","222484"
"POLR1D","51082"
"PDX1","3651"
"LINC00543","100132234"
"CDX2","1045"
"FLT3","2322"
"PAN3-AS1","100288730"
"PAN3","255967"
"FLT1","2321"
"POMP","51371"
"SLC46A3","283537"
"MTUS2","23281"
"SLC7A1","6541"
"UBL3","5412"
"KATNAL1","84056"
"LINC00426","100188949"
"UBE2L5","171222"
"HMGB1","3146"
"USPL1","10208"
"ALOX5AP","241"
"LINC00545","440132"
"MEDAG","84935"
"TEX26","122046"
"HSPH1","10808"
"B3GLCT","145173"
"FRY","10129"
"FRY-AS1","100507099"
"BRCA2","675"
"N4BP2L1","90634"
"N4BP2L2","10443"
"PDS5B","23047"
"STARD13","90627"
"RFC3","5983"
"NBEA","26960"
"DCLK1","9201"
"SOHLH2","54937"
"CCDC169","728591"
"SPART","23111"
"SPART-AS1","100507135"
"CCNA1","8900"
"RFXAP","5994"
"SMAD9","4093"
"ALG5","29880"
"EXOSC8","11340"
"SUPT20H","55578"
"CSNK1A1L","122011"
"LINC01048","103695431"
"POSTN","10631"
"LINC02334","101929077"
"UFM1","51569"
"FREM2","341640"
"PROSER1","80209"
"NHLRC3","387921"
"LHFPL6","10186"
"COG6","57511"
"LINC00598","646982"
"FOXO1","2308"
"MRPS31","10240"
"SLC25A15","10166"
"ELF1","1997"
"WBP4","11193"
"KBTBD6","89890"
"KBTBD7","84078"
"MTRF1","9617"
"NAA16","79612"
"RGCC","28984"
"VWA8","23078"
"DGKH","160851"
"AKAP11","11215"
"LINC02341","105370177"
"TNFSF11","8600"
"EPSTI1","94240"
"DNAJC15","29103"
"ENOX1","55068"
"CCDC122","160857"
"LACC1","144811"
"SMIM2-AS1","101929212"
"SERP2","387923"
"TUSC8","400128"
"TSC22D1","8848"
"TSC22D1-AS1","641467"
"LINC00330","144817"
"NUFIP1","26747"
"GPALPP1","55425"
"GTF2F2","2963"
"TPT1","7178"
"SLC25A30","253512"
"SLC25A30-AS1","100874259"
"COG3","83548"
"ZC3H13","23091"
"CPB2-AS1","100509894"
"LCP1","3936"
"RUBCNL","80183"
"LINC01198","101929344"
"LRCH1","23143"
"ESD","2098"
"HTR2A","3356"
"SUCLA2","8803"
"LINC00562","100861549"
"SUCLA2-AS1","101929410"
"NUDT15","55270"
"MED4","29079"
"ITM2B","9445"
"RB1","5925"
"LPAR6","10161"
"RCBTB2","1102"
"CYSLTR2","57105"
"FNDC3A","22862"
"CDADC1","81602"
"CAB39L","81617"
"SETDB2","83852"
"PHF11","51131"
"RCBTB1","55213"
"ARL11","115761"
"EBPL","84650"
"KPNA3","3839"
"SPRYD7","57213"
"DLEU2","8847"
"TRIM13","10206"
"DLEU7","220107"
"DLEU7-AS1","100874074"
"RNASEH2B-AS1","100874255"
"RNASEH2B","79621"
"FAM124A","220108"
"INTS6","26512"
"INTS6-AS1","100507398"
"WDFY2","115825"
"DHRS12","79758"
"TMEM272","283521"
"ATP7B","540"
"ALG11","440138"
"UTP14C","9724"
"NEK5","341676"
"NEK3","4752"
"THSD1","55901"
"VPS36","51028"
"CKAP2","26586"
"HNRNPA1L2","144983"
"SUGT1","10910"
"PCDH8","5100"
"OLFM4","10562"
"LINC00458","100507428"
"PCDH17","27253"
"DIAPH3","81624"
"TDRD3","81550"
"PCDH9","5101"
"DACH1","1602"
"MZT1","440145"
"BORA","79866"
"DIS3","22894"
"PIBF1","10464"
"KLF5","688"
"LINC00393","100874156"
"LINC00392","100874155"
"KLF12","11278"
"TBC1D4","9882"
"COMMD6","170622"
"UCHL3","7347"
"LMO7-AS1","101927155"
"LMO7","4008"
"KCTD12","115207"
"ACOD1","730249"
"CLN5","1203"
"FBXL3","26224"
"MYCBP2","23077"
"SCEL","8796"
"SLAIN1","122060"
"EDNRB","1910"
"POU4F1","5457"
"RBM26","64062"
"RBM26-AS1","100505538"
"NDFIP2","54602"
"LINC01068","103724388"
"SPRY2","10253"
"SLITRK6","84189"
"SLITRK5","26050"
"GPC6","10082"
"TGDS","23483"
"GPR180","160897"
"ABCC4","10257"
"CLDN10","9071"
"DZIP1","22873"
"DNAJC3-DT","100289274"
"DNAJC3","5611"
"UGGT2","55757"
"OXGR1","27199"
"MBNL2","10150"
"RAP2A","5911"
"IPO5","3843"
"FARP1","10160"
"FARP1-AS1","100874080"
"STK24","8428"
"STK24-AS1","100874069"
"SLC15A1","6564"
"DOCK9","23348"
"DOCK9-DT","100861541"
"UBAC2-AS1","100289373"
"UBAC2","337867"
"GPR18","2841"
"GPR183","1880"
"TM9SF2","9375"
"LINC00449","106478991"
"CLYBL","171425"
"PCCA","5095"
"GGACT","87769"
"TMTC4","84899"
"NALCN","259232"
"ITGBL1","9358"
"FGF14-AS2","283481"
"TPP2","7174"
"TEX30","93081"
"BIVM","54841"
"ERCC5","2073"
"LINC00460","728192"
"EFNB2","1948"
"ARGLU1","55082"
"LIG4","3981"
"ABHD13","84945"
"TNFSF13B","10673"
"MYO16","23026"
"IRS2","8660"
"COL4A1","1282"
"COL4A2","1284"
"RAB20","55647"
"NAXD","55739"
"CARS2","79587"
"ING1","3621"
"ANKRD10","55608"
"ARHGEF7","8874"
"TEX29","121793"
"TUBGCP3","10426"
"ATP11A","23250"
"ATP11A-AS1","100874205"
"MCF2L","23263"
"MCF2L-AS1","100289410"
"F7","2155"
"PCID2","55795"
"CUL4A","8451"
"LAMP1","3916"
"GRTP1","79774"
"ADPRHL1","113622"
"DCUN1D2","55208"
"DCUN1D2-AS","100874229"
"TFDP1","7027"
"TMEM255B","348013"
"GAS6-AS1","650669"
"GAS6","2621"
"GAS6-DT","100506394"
"RASA3","22821"
"CDC16","8881"
"UPF3A","65110"
"CHAMP1","283489"
"LINC01297","115694671"
"OR11G2","390439"
"TTC5","91875"
"CCNB1IP1","57820"
"PARP2","10038"
"TEP1","7011"
"OSGEP","55644"
"APEX1","328"
"PIP4P1","90809"
"PNP","4860"
"RNASE4","6038"
"ANG","283"
"RNASE6","6039"
"RNASE1","6035"
"RNASE2","6036"
"METTL17","64745"
"SLC39A2","29986"
"NDRG2","57447"
"TPPP2","122664"
"RNASE7","84659"
"ARHGEF40","55701"
"ZNF219","51222"
"HNRNPC","3183"
"SUPT16H","11198"
"CHD8","57680"
"RAB2B","84932"
"TOX4","9878"
"METTL3","56339"
"SALL2","6297"
"OR10G3","26533"
"TRAV4","28689"
"TRAV5","28688"
"TRAV8-2","28684"
"TRAV13-1","28671"
"TRAV13-2","28670"
"TRAV12-3","28672"
"TRAV8-6","28680"
"TRAV16","28667"
"TRAV17","28666"
"TRAV22","28661"
"TRDV1","28518"
"TRAV29DV5","28653"
"TRAV26-2","28656"
"TRAV36DV7","28646"
"TRDC","28526"
"TRAC","28755"
"LINC02332","105370400"
"DAD1","1603"
"ABHD4","63874"
"OXA1L","5018"
"SLC7A7","9056"
"MRPL52","122704"
"MMP14","4323"
"LRP10","26020"
"REM2","161253"
"RBM23","55147"
"PRMT5-AS1","100505758"
"PRMT5","10419"
"HAUS4","54930"
"AJUBA","84962"
"C14orf93","60686"
"PSMB5","5693"
"CDH24","64403"
"ACIN1","22985"
"C14orf119","55017"
"CEBPE","1053"
"SLC7A8","23428"
"HOMEZ","57594"
"PPP1R3E","90673"
"BCL2L2","599"
"PABPN1","8106"
"SLC22A17","51310"
"EFS","10278"
"CMTM5","116173"
"NGDN","25983"
"ZFHX2","85446"
"THTPA","79178"
"AP1G2","8906"
"JPH4","84502"
"DHRS4-AS1","55449"
"DHRS4","10901"
"DHRS4L2","317749"
"CARMIL3","90668"
"NRL","4901"
"PCK2","5106"
"DCAF11","80344"
"FITM1","161247"
"PSME1","5720"
"EMC9","51016"
"PSME2","5721"
"RNF31","55072"
"IRF9","10379"
"REC8","9985"
"IPO4","79711"
"TM9SF1","10548"
"CHMP4A","29082"
"MDP1","145553"
"NEDD8","4738"
"GMPR2","51292"
"TINF2","26277"
"TGM1","7051"
"RABGGTA","5875"
"DHRS1","115817"
"NOP9","161424"
"CIDEB","27141"
"LTB4R2","56413"
"LTB4R","1241"
"ADCY4","196883"
"RIPK3","11035"
"NFATC4","4776"
"NYNRIN","57523"
"CBLN3","643866"
"KHNYN","23351"
"SDR39U1","56948"
"CTSG","1511"
"GZMH","2999"
"GZMB","3002"
"STXBP6","29091"
"NOVA1","4857"
"LINC02293","102724890"
"LINC01551","387978"
"PRKD1","5587"
"G2E3","55632"
"SCFD1","23256"
"COCH","1690"
"STRN3","29966"
"AP4S1","11154"
"HECTD1","25831"
"HEATR5A","25938"
"DTD2","112487"
"NUBPL","80224"
"ARHGAP5-AS1","84837"
"ARHGAP5","394"
"AKAP6","9472"
"NPAS3","64067"
"EGLN3","112399"
"SPTSSA","171546"
"EAPP","55837"
"SNX6","58533"
"CFL2","1073"
"BAZ1A","11177"
"SRP54","6729"
"FAM177A1","283635"
"PPP2R3C","55012"
"PSMA6","5687"
"NFKBIA","4792"
"RALGAPA1","253959"
"BRMS1L","84312"
"MBIP","51562"
"NKX2-8","26257"
"PAX9","5083"
"SLC25A21","89874"
"SLC25A21-AS1","100129794"
"MIPOL1","145282"
"FOXA1","3169"
"CLEC14A","161198"
"SEC23A","10484"
"SEC23A-AS1","105370458"
"GEMIN2","8487"
"TRAPPC6B","122553"
"PNN","5411"
"MIA2","4253"
"FBXO33","254170"
"LRFN5","145581"
"KLHL28","54813"
"TOGARAM1","23116"
"PRPF39","55015"
"FKBP3","2287"
"FANCM","57697"
"MIS18BP1","55320"
"RPL10L","140801"
"MDGA2","161357"
"RPS29","6235"
"LRR1","122769"
"RPL36AL","6166"
"MGAT2","4247"
"DNAAF2","55172"
"POLE2","5427"
"KLHDC1","122773"
"KLHDC2","23588"
"NEMF","9147"
"ARF6","382"
"LINC01588","283551"
"VCPKMT","79609"
"SOS2","6655"
"L2HGDH","79944"
"CDKL1","8814"
"MAP4K5","11183"
"ATL1","51062"
"SAV1","60485"
"NIN","51199"
"PYGL","5836"
"TRIM9","114088"
"TMX1","81542"
"LINC00519","161342"
"LINC00640","283553"
"FRMD6-AS2","100874185"
"FRMD6","122786"
"FRMD6-AS1","145438"
"GNG2","54331"
"RTRAF","51637"
"NID2","22795"
"PTGDR","5729"
"PTGER2","5732"
"TXNDC16","57544"
"GPR137C","283554"
"ERO1A","30001"
"PSMC6","5706"
"STYX","6815"
"GNPNAT1","64841"
"FERMT2","10979"
"DDHD1","80821"
"BMP4","652"
"CDKN3","1033"
"CNIH1","10175"
"GMFB","2764"
"CGRRF1","10668"
"SAMD4A","23034"
"GCH1","2643"
"WDHD1","11169"
"SOCS4","122809"
"MAPK1IP1L","93487"
"LGALS3","3958"
"DLGAP5","9787"
"FBXO34","55030"
"ATG14","22863"
"KTN1-AS1","100129075"
"KTN1","3895"
"PELI2","57161"
"TMEM260","54916"
"EXOC5","10640"
"AP5M1","55745"
"NAA30","122830"
"ARMH4","145407"
"ACTR10","55860"
"PSMA3","5684"
"PSMA3-AS1","379025"
"ARID4A","5926"
"TOMM20L","387990"
"TIMM9","26520"
"KIAA0586","9786"
"DACT1","51339"
"DAAM1","23002"
"GPR135","64582"
"L3HYPDH","112849"
"JKAMP","51528"
"RTN1","6252"
"PCNX4","64430"
"DHRS7","51635"
"PPM1A","5494"
"SIX1","6495"
"SIX4","51804"
"MNAT1","4331"
"TRMT5","57570"
"SLC38A6","145389"
"PRKCH","5583"
"TMEM30B","161291"
"LINC01303","101927780"
"HIF1A-AS1","100750246"
"HIF1A","3091"
"HIF1A-AS2","100750247"
"SNAPC1","6617"
"SYT16","83851"
"RHOJ","57381"
"PPP2R5E","5529"
"WDR89","112840"
"SGPP1","81537"
"SYNE2","23224"
"ESR2","2100"
"MTHFD1","4522"
"ZBTB25","7597"
"AKAP5","9495"
"ZBTB1","22890"
"HSPA2","3306"
"PPP1R36","145376"
"PLEKHG3","26030"
"SPTB","6710"
"CHURC1","91612"
"RAB15","376267"
"FNTB","2342"
"MAX","4149"
"FUT8","2530"
"FUT8-AS1","645431"
"GPHN","10243"
"ATP6V1D","51382"
"EIF2S1","1965"
"PLEK2","26499"
"TMEM229B","161145"
"PLEKHH1","57475"
"PIGH","5283"
"ARG2","384"
"VTI1B","10490"
"RDH11","51109"
"RDH12","145226"
"ZFYVE26","23503"
"RAD51B","5890"
"ZFP36L1","677"
"ACTN1","87"
"DCAF5","8816"
"EXD2","55218"
"GALNT16","57452"
"ERH","2079"
"SLC39A9","55334"
"PLEKHD1","400224"
"SUSD6","9766"
"SRSF5","6430"
"SMOC1","64093"
"COX16","51241"
"SYNJ2BP","55333"
"MED6","10001"
"TTC9","23508"
"MAP3K9","4293"
"PCNX1","22990"
"SIPA1L1","26037"
